GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,2 [0-4],1.85826,0.30357,3.52786,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,15 [2-39],15.30462,2.21457,39.17735,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,17 [2-35],17.02107,2.41087,35.43606,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,6 [1-11],5.66803,0.97932,10.80928,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,7 [1-17],6.74256,0.89756,17.38542,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,46 [7-105],45.99616,6.69511,105.34091,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0-3],1.25987,0.19279,2.53280,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE104,Cataracts,,18 [3-37],17.62489,2.54749,36.92817,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,2 023 [304-5 126],2022.68140,303.62048,5126.47607,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1 803 [257-3 735],1803.21082,257.06070,3735.05029,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1 357 [243-2 574],1357.29004,243.05194,2573.86597,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,820 [111-2 076],820.17004,111.30904,2076.29761,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,6 299 [1 017-12 835],6299.43652,1016.77673,12835.24023,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,278 [44-542],278.45920,44.27971,542.29303,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE104,Cataracts,,18 [3-37],17.62489,2.54749,36.92817,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,1 033 [160-2 611],1032.69287,160.36987,2610.81690,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,678 [98-1 394],677.76245,97.65182,1394.29981,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,621 [113-1 174],620.69263,113.26636,1174.35022,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,385 [53-962],385.32571,53.08749,961.94702,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,2 896 [470-5 855],2895.50806,470.14182,5855.20020,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,161 [26-306],161.40959,26.36810,306.43179,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,990 [143-2 534],989.98865,143.25061,2534.21045,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1 125 [159-2 343],1125.44836,159.40887,2343.06348,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,737 [130-1 403],736.59741,129.78557,1402.94421,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,435 [58-1 121],434.84430,57.88575,1121.22778,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,3 404 [547-6 983],3403.92822,546.63489,6983.44043,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,117 [18-235],117.04959,17.91161,235.31314,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE104,Cataracts,,2 [0-5],2.30966,0.33384,4.83927,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,265 [40-672],265.06322,39.78808,671.80138,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,236 [34-489],236.30258,33.68663,489.46137,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,178 [32-337],177.86668,31.85085,337.29103,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,107 [15-272],107.47955,14.58654,272.08935,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,826 [126-1 847],825.51250,126.04860,1846.54743,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,36 [6-71],36.49081,5.80265,71.06503,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE104,Cataracts,,5 [1-10],4.92230,0.71147,10.31334,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,288 [45-729],288.41174,44.78830,729.15216,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,189 [27-389],189.28635,27.27232,389.40179,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,173 [32-328],173.34780,31.59590,327.97493,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,108 [15-269],107.61425,14.82634,268.65376,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,809 [127-1 811],808.66111,126.55844,1811.07664,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,45 [7-86],45.07867,7.36412,85.58065,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,244 [35-626],244.42232,35.36773,625.68152,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,278 [39-578],277.86653,39.35711,578.48849,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,182 [32-346],181.86153,32.04329,345.65572,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,107 [14-277],107.36048,14.29165,276.82448,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,840 [125-1 885],840.40971,125.48204,1884.74764,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,29 [4-58],28.89885,4.42227,58.09742,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE104,Cataracts,,3 [0-6],2.99284,0.43258,6.27069,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,343 [51-868],342.56820,51.41744,868.25365,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,303 [43-627],302.60235,43.13848,626.78640,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,200 [36-379],199.68680,35.75089,378.70142,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,139 [19-353],139.25101,18.89765,352.53600,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,1 034 [157-2 325],1034.38744,157.15676,2324.63268,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,47 [8-92],47.28623,7.51972,92.08453,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE104,Cataracts,,7 [1-14],6.52812,0.94357,13.67789,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,381 [59-964],381.18647,59.19555,963.70189,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,249 [36-511],248.59801,35.81793,511.41831,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,192 [35-363],192.15235,35.08643,363.49729,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,143 [20-356],142.77568,19.67063,356.43258,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,1 031 [160-2 322],1030.73758,160.43362,2321.68134,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,59 [10-113],59.49695,9.71951,112.95337,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,310 [45-793],309.66094,44.80770,792.68177,,,
